DISTRICT,101,DN_00,DN_01,DN_02,DN_03,DN_04,DN_05,DN_06,DN_07,DN_08,DN_09,DN_10,DN_11,DN_12,DN_13,DN_14,DN_15,DN_16,DN_17,DN_18,DN_19,DN_20,DN_21,DN_22,DN_23,DN_24,DN_25,DN_26,DN_27,DN_28,DN_29,DN_30,DN_31,DN_32,DN_33,DN_34,DN_35,DN_36,DN_37,DN_38,DN_39,DN_40,DN_41,DN_42,DN_43,DN_44,DN_45,DN_46,DN_47,DN_48,DN_49,DN_50,DN_51,DN_52,DN_53,DN_54,DN_55,DN_56,DN_57,DN_58,DN_59,DN_60,DN_61,DN_62,DN_63,mean,sum,Water,Evergreen Needleleaf forest,Evergreen Broadleaf forest,Deciduous Needleleaf forest,Deciduous Broadleaf forest,Mixed forest,Closed shrublands,Open shrublands,Woody savannas,Savannas,Grasslands,Permanent wetlands,Croplands,Urban and built-up,Cropland/Natural vegetation mosaic,Snow and ice,Barren or sparsely vegetated,MSL_1,MSL_2,MSL_3,MSW_1,MSW_2,MSW_3,CHH_1,CHH_2,CHH_3,FC_1,FC_2,FC_3,BF_1,BF_2,BF_3,EMP_1,EMP_2,EMP_3,asset_1,asset_2,asset_3
East Kameng,247,5985.06,0,0,0,9.09,6.88,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.67,86025352.59,3.82,889,2230,0.61,1.23,2430,0.31,32.9,58.9,1.47,117,4.73,10.2,0,15.6,147,52.1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
East Khasi Hills,298,2121.56,0,0,0,37.47,198.97,136.4,64.96,37.59,22.39,18.93,15.2,16.78,13.12,9.4,10.3,5.59,5.43,7.44,5.34,3.07,3.88,3.16,2.99,1.62,2.18,2.26,0,0,1.54,2.34,2.18,3.07,0.81,3.64,1.46,0.81,0.9,1.63,2.99,0.73,0.9,0.9,0.73,2.34,2.26,0.73,1.46,0.81,4.77,1.54,0.73,0.81,1.46,2.43,0,3.15,0.9,1.54,3.16,2.91,3.07,0,0,23902.39,7451717362,0,0.17,1030,0,1.78,652,11.8,0.97,661,3.75,99.2,5.63,80.9,33.3,223,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
East Nimar,466,5776.26,0,0,2.59,655.47,448.57,186.2,87.75,46.91,38.33,29.11,23.57,7.06,14,12.64,9.7,8.09,10.22,3.99,5.56,4.56,4.74,5.72,2.32,5.51,2.41,3.25,3.16,2.5,2.5,3.91,0,0.75,2.33,2.41,0.75,2.5,0.75,2.49,0.75,2.24,2.33,2.24,0.75,0,1.75,1.58,0.75,0.75,1.58,0.75,2.33,3.9,0.83,0.75,0.83,0.83,0.75,0,0.83,1.58,0.92,0,0,14596.92,11776707144,407,0,5.02,0,45.6,210,141,11,2010,1.24,29.3,17.9,2970,52.1,1520,0,24.4,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
East Siang,251,3680.05,0,0,0,27.16,12.87,5.37,3.64,2.14,3.8,2.22,2.37,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,800.47,340774024.4,3.08,26.9,1810,0,0.45,1090,16,15.7,163,21.7,37.2,88.1,131,4.32,320,0.4,11.4,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
Ernakulam,595,161.29,0,0,0,58.1,109.53,106.07,144.54,155.77,129.74,113.76,149.73,121.91,99.73,78.49,72.63,55.99,52.84,49.68,47.31,61.99,39.15,46.36,29.86,32.07,22.9,22.66,16.09,17.89,11.61,17.61,10.13,15.47,10.21,17.99,11.21,5.64,7.95,9.94,8.56,7.5,8.7,12.42,8.46,9.2,5.72,4.84,11.13,9.2,8.12,9.33,5.7,8.47,6.6,5.91,9.17,9.62,7.92,10.81,10.93,26.68,33.71,49.54,8.55,173360.72,42711879790,55.8,0,427,0.23,6.41,19.1,0.92,0.23,592,8.2,7.52,155,473,48.2,614,0.13,2.75,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
Erode,610,1906.05,0,0,0,345.31,275.41,146.7,109.98,224.41,274.32,333.19,378.83,338.31,298.62,236.84,202.57,107.03,75.35,64.12,47.87,38.26,40.6,37.97,25.3,19.32,16.4,14.73,17.18,9.91,6.76,9.52,6.07,6.78,6.59,11.76,7.44,6.76,8.07,7.59,7.46,9.57,5.1,5.56,1.58,8.53,4.21,1.08,3.52,2.83,3.24,0,2.47,2.37,2.83,4.13,2.67,2.31,2.46,4.58,2.41,7.54,4.9,10.1,0,81501.3,48234711154,22.2,0,222,0,4.85,205,1,0,1300,6.6,5.48,7.19,2010,71.3,1910,0,2.39,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
Etah,201,1672.44,0,0,0,17.71,193.36,183.33,168.49,92.73,44.42,29.64,15.23,10.42,9.79,6.04,3.1,5.49,4.53,5.25,2.23,3.74,2.31,2.23,1.68,2.23,3.83,0.72,1.6,0.8,3.66,3.19,2.31,3.1,0.72,3.1,0,0,0,0,0,0.72,3.1,0,1.43,2.23,1.6,0,0,0,1.59,0.72,1.43,0.72,0,0,0,0,0,0,0,0,0,0,0,25187.76,7164112941,0,0,0,0,0,0,0.24,0,0,0,0,0,2480,27.4,5.92,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
Etawah,161,862.83,0,0,0,160.26,474.17,210.62,136.62,112.65,66.6,51.92,32.98,26.21,22.02,20.87,13.87,13.62,12.41,10.56,5.92,7.62,3.76,2.16,5.84,3.22,6.86,4.64,1.52,0.8,3.73,1.49,2.24,0.8,1.6,3.3,2.96,3.77,0.09,1.15,0.8,0.8,3.68,0.6,3.12,2.16,0,1.52,0.8,0.8,0.89,0,0.8,1.6,1.52,2.41,1.52,1.69,0,1.44,2.16,3.76,1.52,0,0,48545.9,12692884401,0,0,0,0,0,0,0,7.75,0,0,1.16,0,2290,29.2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
Faizabad,177,1368.17,0,0,0,280.01,494.79,207.72,95.92,44.32,44.85,28.41,21.85,15.04,14.61,10.02,8.08,3.15,6.33,1.52,2.24,1.45,0.83,4.48,3.84,1.61,3.2,2.18,0.75,1.44,3.84,1.52,0.96,1.03,3.07,2.08,1.52,2.24,2.32,2.24,0,1.52,2.4,1.52,2.32,2.32,1.6,1.52,4.32,1.44,3.21,5.37,3.04,0.89,1.6,1.44,2.32,1.52,3.93,0.72,3.04,2.24,0,0,0,36572.38,11241229372,0,0,0,0,0,0,0.23,36.8,0.36,0,29.9,0,2610,46,2.06,0,8.12,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
Faridabad,88,0,0,0,0,0,5.42,7.07,13.37,19.63,13.56,8.04,14.62,26.97,19.67,22.71,19.89,25.37,23.49,23.82,22.41,25.82,21.5,18.73,16.76,11.73,23.85,17.52,17.91,12.24,12.79,13.97,10.7,7.99,9.36,7.92,8.42,7.21,9.73,3.91,9.57,6.5,5.82,6.97,7.5,3.63,5.13,7.36,6.3,12.36,8.29,5.76,7.9,8.37,11.28,6.09,7.42,9.98,11.69,4.5,10.75,10.32,13.52,21.23,108.64,293859.25,28179452092,0,0,0,0,0,0,1.46,0.9,0.41,0,2.04,0,695,110,31.1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
Faridkot,45,0,0,0,0,0,0.43,19.3,84.87,146.89,218.34,238.72,195.97,121.94,109.85,71.91,32.4,26.82,18.32,14.57,7.34,6.16,10.73,6.56,11.13,2.16,7.87,3.71,1.47,6.41,4.56,2.78,3.55,3.72,4.04,1.39,0.7,3.79,3.63,3.55,5.49,3.78,2.94,2.16,3.71,0.77,0.86,3.71,4.55,3.01,1.63,2.32,1.39,1.47,0.69,2.86,1.47,3.55,1.39,0.77,3.02,2.16,0,1.47,0,112138.92,18964693643,0,0,0,0,0,0,0,0,0,0,0,0,1420,26,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
Farrukhabad,159,1577.26,0,0,0,92.61,206.19,114.58,43.65,23.27,12.98,14.5,6.94,8.99,7.01,3.1,3.83,2.15,5.5,2.31,0.8,0,4.38,1.43,1.43,0.8,3.11,0.72,1.51,3.11,2.15,1.59,0,0.72,1.43,1.51,2.23,1.6,0.8,0.8,3.1,2.23,0,0,1.6,1.51,0.72,0,2.4,3.18,1.51,1.43,0.88,1.43,2.4,0.8,1.43,2.23,3.1,0,0,0,0,0,0,23023.11,5689677848,0,0,0,0,0,0,0,22.4,0,0,5.88,0,2110,50.4,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
Fatehabad,78,0,0,0,0,0.7,12.95,57.18,84.32,133.1,203.5,311.04,356.89,306.23,241.1,180.29,132.75,84.76,49.49,33.76,20.54,23.31,21.05,11.39,7.56,12.52,12.26,5.93,9.76,6.91,2.77,2.88,5.4,5.15,4.45,3.83,5.93,6.79,5.15,5.15,1.48,0,2.97,2.88,0.78,1.48,3.04,2.18,0.78,4.53,0.78,2.89,2.1,0.7,0,2.96,1.65,1.48,1.65,0.78,1.48,0.7,0,0,0,113335.79,31437960170,0,0,0,0,0,0,0,1.74,0,0,0,0,2380,23.2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
Fatehgarh Sahib,40,0,0,0,0,0,0,0,18.64,45.09,172.54,228.74,174.31,92.47,60.92,38.64,25.82,28.29,28.79,19.77,14.86,14.06,14.29,6.76,8.88,13.29,7.96,6.27,12.91,8.57,3.42,10.34,3.55,4.32,6.58,4.4,4.47,2.08,2.4,2.08,4.18,2.39,2.32,2.24,2.93,2.32,2.93,2.93,2.32,2.14,1.16,0.69,3.33,2.15,1.95,3.16,0.9,3.06,3.91,2.2,0,0.77,5.26,2.16,0,128772.36,17159748708,0,0,0,0,0,0,0,0.18,0,0,0,0,1130,17.5,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
Fatehpur,172,3088.93,0,0,0,319.44,302.67,113.67,70.85,60.01,48.89,22.13,28.09,18.93,10.87,8.79,6.77,8.55,7.17,5.4,5.97,5.57,6.29,3.88,2.25,2.18,4.76,1.53,0.9,2.26,0.73,0.73,2.34,0,1.45,0.73,0,1.45,1.53,0.73,1.61,0.73,0.73,1.53,0.81,0.81,1.62,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16849.52,7851112596,0,0,0,0,0,0,0.19,32.1,0,0,39.9,0,4070,35.5,0.23,0,1.24,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Firozabad,147,868.82,0,0,0,139.58,291.23,214.98,151.87,143.75,111.68,62.63,49.91,39.29,27.74,28.35,15.97,21.54,19.46,19.94,10.96,15.02,11.85,8.01,7.58,5.9,7.27,9.65,11.25,7.58,6.96,7.67,4.93,3.75,4.56,1.52,0,6.54,1.8,3.2,4.47,3.83,2.95,3.54,1.9,6.07,2.4,0.72,4,1.52,0.8,2.23,0.8,2.4,2.95,2.95,4.47,1.44,0.72,0.72,0.8,4.47,0.72,3.28,0,61510.28,16680182751,0,0,0,0,0,0,0,0.22,0,0,0.83,0,2350,49.7,4.06,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
Firozpur,43,6.33,0,0,0,5.63,44.78,131.94,381.29,652.27,793.79,794.61,548.25,400.23,310.45,221.79,176.84,111.18,83.08,66.72,59.12,46.28,32.54,28.12,25.28,21.45,15.25,11.73,12.97,14.35,12.36,6.72,9.49,11.45,8.34,9.56,7.95,4.48,7.34,5.88,3.7,4.73,11.21,8.11,4.4,5.41,2.86,4.24,4.33,3.01,5.18,5.35,7.26,2.86,5.88,3.02,2.94,4.57,8.26,2.94,2.78,5.34,4.48,10.11,1.39,105473.03,63953689846,0.23,0.6,0,0,0,0.9,0,1.06,0,0,0.36,6.24,5060,68.1,66.2,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0
Gadag,561,1510.75,0,0,0,737.68,1253.66,542.61,187.87,101.44,71.28,35.65,27.49,28.32,14.07,13.2,11.83,13.12,8.2,8.02,3.46,9.24,4.75,7.42,7.25,6.57,2.33,3.28,2.42,0,0.78,3.28,0.78,0.86,0.86,0.86,1.64,1.64,1.64,0,0.78,0.86,0.86,0.96,1.64,0,0.78,1.64,0.96,0.78,1.73,0,0.78,1.64,0,1.64,0,1.73,0.86,0.78,0.78,0.78,0,0,0,40693.97,19719505025,0,0,0,0,0,0,5.19,167,7.77,0,16.3,0,3980,23.8,448,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
Gajapati,389,3800.96,0,0,0,85.46,77.29,44.29,10.5,9.34,0.23,3.14,1.91,2.55,2.23,0.76,1.18,1.01,1.99,1.53,0.76,3.91,1.61,0,0,0,0.76,2.46,0.76,0.85,0.85,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3864.18,1668663841,1.05,0,4.45,0,46.8,80.3,0.93,0.19,2880,42.5,0,6.44,99.7,7.8,883,0,0.66,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
Ganderbal,11,1067.73,0,0,0,1.63,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.02,8829445.82,3.2,93.5,0,1.09,0.25,53.1,0,11.8,7.89,2.86,683,0.24,24.4,0,13.8,78.8,95.6,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
Gandhinagar,473,0,0,0,0,0,5.82,36.79,102.25,212.6,285.21,295.12,215.27,147.07,106.95,77.61,58.27,46.42,29.29,16.7,16.86,23.7,19.43,15.48,14.91,10.54,13.69,14.09,12.17,11.14,9.41,14.46,3.88,11.9,17.02,9.94,9.37,14.09,17.04,11.03,15.17,13.22,11.62,8.89,11.78,10.93,7.91,13.64,8.83,8.56,9.81,4.99,11.06,6.66,6.53,3.88,5.66,5.35,6.09,7.16,8.19,6.14,8.89,21.32,9.29,155453.51,36327375514,0,0,0,0,0,0,0,1.65,0,0,0.18,0,2020,60.4,54.6,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
Ganganagar,99,2146.01,0,0,0.78,358.68,1456.35,2165.68,1698.49,946.07,598.27,320.34,200.52,113.52,90.85,66.12,50.16,45.32,38.27,34.65,32.55,29.96,25.42,22.43,16.25,16.37,19.3,12.75,12.56,14.92,11.08,8.95,9.91,9.92,9.62,6.87,6.02,7.44,6.18,2.81,2.52,8.13,3.04,6.16,5.15,2.26,3.83,3.04,3.66,2.19,0.87,1.4,0.78,2.18,0.7,0,6.95,2.96,1.48,2.88,0,1.48,2.95,3.74,4.35,56022.28,68940952798,0,0,0,0,0,0,0,2810,0,0,1.33,0,7170,69.6,3.45,0,625,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0
Ganjam,388,5275.32,0,0,0,641.77,1098.78,521.93,232.12,160.52,103.78,73.54,46.94,44.4,26.65,19.66,28.49,26.67,22.12,19.5,14.36,12.5,13.43,6.45,5.5,5.56,9.73,3.21,3.21,3.04,1.61,4.99,0.85,1.61,0.76,0.84,2.54,3.04,2.37,0.84,4.82,2.54,0,0,0.84,0.84,3.3,0.94,1.69,1.52,3.22,1.61,0,0.76,0,2.37,0.84,2.63,1.61,2.37,0,1.52,3.21,2.28,0,25793.99,23337248812,77.7,0,10.1,0,47.2,255,18.2,4.81,2850,8.19,5.61,35.9,2090,81.9,2990,0,10.6,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Garhchiroli,508,12623.92,0,0,0,165.01,935.54,330.83,139.01,71.84,51.16,25.26,17.59,16.71,8.57,8.83,9.59,2.35,5.81,4.88,8.06,0.76,2.44,1.59,5.06,0,0,0.84,2.44,1.6,0,0.84,1.6,1.77,0,0.84,0.76,0.76,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7356.77,11354820569,0,0,12.8,0,2160,3480,11.1,33.4,6280,32.5,44.1,0.83,1400,2.89,988,0,2.32,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
Garhwa,346,3871.32,0,0,0,73.7,89.06,32.02,10.99,7.96,8.9,3.69,1.47,0,1.84,0,0,0.93,0,0.37,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2774.13,1252320748,0,0,0.12,0,227,99.5,0.23,50,1530,0.24,36.6,0,1920,11.4,216,0,8.56,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
Gautam Buddha Nagar,141,121.94,0,0,0,5.88,151.06,141.09,56.69,37.38,28.25,15.26,16.73,18.79,15.63,13.83,18.5,17.88,14.57,10.08,10.38,12.94,18.71,10.68,19.68,15.62,10.98,11.25,8.11,8.24,12.46,10.8,9.05,3.98,7.45,4.57,9.16,8.98,11.75,13.54,5.91,6.54,10.36,4.58,7.01,8.67,7.22,3.79,9.07,8.54,6.79,7.64,7.74,10.73,7.5,7.95,8.12,5.91,18.43,17.25,9.09,19.25,26.23,38.11,244.85,249235.48,40073595613,0,0,0,0,0,0,6.27,20.8,0.18,0,12.1,0.68,1210,101,53.6,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
Gaya,236,4184.91,0,0,0,49.64,306.28,132.55,73.05,17.03,23.94,17.02,11.64,7.9,8.63,4.64,7.98,5.38,8.14,6.19,5.29,7.01,5.55,4.72,3.17,7.65,3.82,2.93,3.01,2.28,3.09,4,4.89,0.81,1.72,3.09,1.46,0,3.09,2.2,2.93,4.16,1.55,0.81,0.81,0.9,1.64,0,2.36,0,3.26,0.73,0.81,2.36,0,2.36,0,1.46,0.73,0.73,0,0,0,0,0,13741.43,7538572317,0,0,0,0,37,26.7,0,2.15,377,0.31,5.24,0,4360,60.3,90.1,0,0.18,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
Ghaziabad,140,417.41,0,0,0,1.49,125.75,189.98,142.39,122.1,88.81,53.96,52.95,42.11,34.96,28.49,34.16,26.39,19.56,21.87,17.52,19.62,15.36,16.74,18.04,14.87,13.67,16.82,15.63,13.69,13.3,13.3,15.03,15.8,10.69,11.02,8.04,10.47,8.67,7.15,9.93,9.52,9.67,13.45,7.97,9.92,4.41,9.22,6.84,7.31,6.55,8.04,7.93,9.83,5.03,9.97,8.34,3.77,8.13,11.41,6.4,8.1,16.48,14.91,86.61,143522.24,32486491987,0,0,0,0,0,0.18,0.93,5.6,0,0,1.37,0,1730,204,31,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
Ghazipur,195,1663.05,0,0,0,556.76,615.7,238.67,111.17,59.11,24.43,14.17,16.76,11.02,9.06,8.48,3.07,5.25,7.77,3.15,1.46,2.34,1.62,3.89,0.81,2.35,0.73,0,0.9,0,2.34,1.63,0,2.26,0.73,2.43,0,0,0,0,0.73,1.62,0,1.46,0,1.46,1.62,0,0,2.43,0,0.73,0.81,0,0,0,0,0,0,0,0,0,0,0,0,27384.36,10314665164,0,0,0,0,0,0,0.19,40.4,0,0,35.3,0,3270,32.7,0.97,0,0.53,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
Giridih,349,4356.94,0,0,0,24.45,243.1,128.38,65.23,28.52,17.27,16.11,14.16,8.34,5.64,4.67,7.04,4.19,3.2,4.66,5.15,2.37,0.82,3.19,2.29,0.74,5.23,2.46,0,1.55,3.93,2.94,1.63,4.74,0.74,1.63,2.29,1.55,2.29,3.2,2.37,1.64,0.74,1.73,1.73,1.47,1.47,2.29,1.47,1.55,2.38,4.01,1.55,0,0,0,0,0,0,0,0,0,0,0,0,11364.98,6268821677,0,0,2.93,0,50.3,93,12.2,67.9,473,1.55,46.7,0,3620,12.6,626,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
Goalpara,302,961.05,0,0,0,148.57,465,229.23,85.78,43.37,31.35,8.05,10.07,4.67,2.42,1.61,3.87,1.45,1.53,1.45,2.25,2.33,1.45,0.8,2.25,1.61,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27622.53,6209084520,83.8,0,3.78,0,0.23,12.2,1.14,64.6,381,1.28,103,13.8,745,0.94,558,0,42.4,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0
Godda,351,1882.51,0,0,0,22.52,139.31,49.22,27.03,16.35,10.56,8.38,5.36,6.6,4.64,6.99,6.83,3.82,4.63,4.16,3.09,3.26,3.65,6.51,3.01,1.54,4.07,3.82,2.19,2.36,3.18,1.54,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12644.16,3132139553,0,0,0,0,47.1,69.7,1.07,1.56,252,0.23,0.64,0.45,1630,7.62,230,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
Golaghat,313,1091.16,0,0,0,846.97,726.15,249.39,102.97,71.73,41.38,28.02,22.88,22.67,23.99,7.27,9.67,10.31,9.08,5.95,11.52,8.05,4.65,6.39,3.29,3.51,4.57,3.06,7.01,6.59,4.18,2.25,3.05,0,2.33,2.89,3.13,0.81,2.25,0.89,0.72,4.75,2.17,0,2.42,0,1.61,0,1.61,1.44,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,38932.04,14694790905,48.1,0.23,134,0,0.41,44.5,5,52.5,448,35.9,82.1,50.6,856,2.14,1580,0,22.2,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
Gonda,183,2196.85,0,0,0,359.47,647.34,344.87,181.77,77.35,37.29,27.88,21.72,22.57,17.05,13.91,9.65,5.44,0.72,5.98,2.39,4.08,3.55,3.11,2.95,1.52,4.39,3.03,1.6,0.72,0.8,2.23,0.81,0,1.97,2.32,2.4,0.72,1.44,0.72,0,1.6,0.8,0.72,3.84,0.72,0,0.89,0.72,0,1.6,1.52,3.19,1.44,0,1.6,1.44,0.89,1.52,2.23,0.72,0,0,0,0,28269.69,12865629878,0,0,0.86,0,0.23,30.9,0.54,14.8,7.53,0,17.3,0,3930,28.5,1.02,0,5.36,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
Gondiya,507,3071.67,0,0,0,87.62,1211.72,487.11,215.98,93.87,48.76,35.12,23.32,27.44,16.5,17.56,16.59,10.68,11.17,8.93,6.51,3.26,2.42,5.42,5.33,2.42,0.83,4.01,3.17,3.92,2.43,1.58,3.26,1.67,3.08,0.75,4.75,0.83,0.93,0.75,3.17,0.75,0.75,2.33,1.68,1.67,2.42,0,2.25,1.5,1.67,1.58,0.83,0.75,0.83,1.5,0.83,2.51,2.59,0.75,0,0,0,0,0,29136.86,17179737260,34.5,0,0,0,197,993,9.47,3.53,1440,3.59,3.98,20.2,2230,10,516,0,1.89,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0
Gopalganj,217,1268.04,0,0,0,87.36,457.22,128.88,44.33,17.31,11.57,5.47,0.72,3.77,1.6,3.86,0.72,0.8,2.25,2.25,1.69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18787.52,4295067759,0,0,0,0,0,0,0.67,19.2,0,0,19.4,0,1980,18.5,0.81,0,0.47,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0
Gorakhpur,188,1607.27,0,0,0,275.23,557.06,245.12,115.82,89.43,53.39,42.63,39.71,16.08,18.52,18.27,19.3,14.28,8.89,12.96,8.58,8.41,7.77,9.14,9.29,5.45,5.52,4.48,4.82,6.43,3.13,5.44,4.01,5.44,3.85,7.05,1.52,4.4,3.68,3.92,3.68,0.72,5.04,4.72,2.88,3.76,3.04,1.44,4.02,4.4,4.89,2.96,2.24,2.88,1.69,6.25,2.32,3.93,6.56,6,5.36,10.26,6.08,15.78,4.73,50406.3,19038672604,2.58,0,0,0,0.93,15.4,0,10.2,0.8,0,13.5,3.37,3220,80.1,8.28,0,2.19,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
Gulbarga,579,478.28,0,0,0.86,1320.2,3843.2,2784.69,1112.19,415.85,217.15,122.01,105.04,59.64,47.74,48.78,35.4,29.8,24.63,25.61,21.24,18.53,16.76,15.07,17.73,11.45,9.08,9.31,8.12,8.8,8.85,10.21,7.27,4.7,6.63,4.01,6.51,8.17,7.27,4.87,4.87,4.4,4.29,2.31,1.54,3.33,2.48,3.52,5.56,4.2,1.62,3.34,0.95,0.86,3.33,0.77,2.57,4.87,1.62,0.77,5.64,3.08,5.04,15.4,4.1,61172.37,70636480651,7.77,0,0.19,0,0.99,48,1.79,1.99,11.3,1.1,0.23,7.31,10600,188,52.1,0,6.99,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
Gumla,366,5204.33,0,0,0,16.44,68.7,24.4,4.53,4.78,5.61,2.31,3.13,3.97,2.31,0.82,2.23,0.82,2.31,2.39,0.74,1.66,0.74,1.57,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1825.98,1067954604,0,0,0.01,0,167,219,0.25,0.52,938,4.01,1.58,0,3750,1.61,269,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
Guna,458,5052.74,0,0,0.82,268.83,465.29,154.06,62.2,42.08,38.91,23.86,20.93,12.88,14.44,7.58,5.54,7.41,5.38,7.01,4.82,9.36,4.57,5.47,3.83,4.48,4.65,3.28,2.43,4.09,4.56,3.14,3.19,0.81,4.99,3.18,2.35,4.08,3.19,0,0.82,0.73,2.36,0.73,0.82,0.73,2.36,1.64,3.01,3.75,0.82,3.91,0.73,0.73,1.55,1.64,2.36,1.55,3.19,0,0.82,1.55,0,0,0,15247.41,10611465238,0.19,0,0,0,22.4,17.6,0.7,25.8,968,0,18.4,1.01,4910,30.2,307,0,0.24,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
